,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2956,1994,USA,Gasoline,Front-wheel drive,2,2560,6,271.0,4560,19.8,27.6
2957,1986,USA,Gasoline,Front-wheel drive,3,2360,6,284.0,4400,18.6,27.3
2958,2018,USA,Diesel,Front-wheel drive,4,2510,7,297.0,4560,19.3,31.8
2959,2012,Asia,Gasoline,Front-wheel drive,3,2330,7,263.0,3880,17.7,29.7
2960,1978,Asia,Gasoline,Front-wheel drive,3,1980,5,225.0,3540,18.7,30.5
2961,2017,USA,Gasoline,Rear-wheel drive,4,2290,6,287.0,4530,20.1,29.0
2962,2012,USA,Gasoline,Rear-wheel drive,5,2560,6,293.0,4760,18.6,25.9
2963,1977,USA,Gasoline,Front-wheel drive,4,2110,6,,4080,18.7,26.6
2964,1995,Asia,Gasoline,Front-wheel drive,2,2110,5,226.0,4100,19.0,29.3
2965,2004,USA,Gasoline,Front-wheel drive,3,1990,6,239.0,4130,18.1,30.1
2966,1984,USA,Diesel,All-wheel drive,2,2210,6,267.0,4420,20.4,28.3
2967,2008,Asia,Gasoline,All-wheel drive,4,2490,7,,4540,17.6,30.7
2968,1983,USA,Gasoline,Rear-wheel drive,2,2480,6,279.0,4580,20.6,24.0
2969,2002,USA,Gasoline,Rear-wheel drive,5,2390,6,278.0,4650,19.2,29.0
2970,1981,Europe,Diesel,Front-wheel drive,3,2410,6,291.0,4250,18.7,32.3
2971,2008,USA,Diesel,All-wheel drive,3,2350,5,282.0,4400,19.3,29.4
2972,1986,Europe,Gasoline,All-wheel drive,4,2170,6,222.0,4470,18.8,26.0
2973,2016,Europe,Gasoline,Front-wheel drive,4,2250,6,245.0,4220,19.0,33.9
2974,2010,Asia,Gasoline,Front-wheel drive,4,2290,6,246.0,4230,20.6,30.4
2975,1980,USA,Gasoline,All-wheel drive,4,2550,7,307.0,4760,18.7,24.2
2976,1997,Asia,Gasoline,All-wheel drive,5,2480,6,269.0,4500,20.8,31.5
2977,2011,Asia,Gasoline,All-wheel drive,4,2100,6,209.0,4380,21.0,30.2
2978,2020,USA,Gasoline,Front-wheel drive,2,2230,6,253.0,4200,19.2,32.1
2979,1994,USA,Hybrid,Rear-wheel drive,2,2390,6,256.0,4260,19.4,32.7
2980,2010,Asia,Gasoline,Front-wheel drive,2,2550,7,251.0,4160,17.3,31.0
2981,2012,Europe,Gasoline,Front-wheel drive,2,2280,6,238.0,4210,19.1,32.8
2982,1990,Asia,Gasoline,Front-wheel drive,5,2220,6,232.0,4290,19.8,31.6
2983,2022,USA,Gasoline,Front-wheel drive,4,2130,6,238.0,4090,18.0,32.9
2984,1998,Europe,Gasoline,Front-wheel drive,4,2320,6,253.0,4000,17.7,31.4
2985,2019,Europe,Diesel,Rear-wheel drive,4,2490,6,294.0,4530,17.8,34.0
2986,1976,USA,Diesel,Rear-wheel drive,5,2430,6,,4750,19.1,28.3
2987,2011,USA,Gasoline,Front-wheel drive,4,2290,7,262.0,4290,17.5,30.7
2988,2020,Asia,Gasoline,Front-wheel drive,3,2170,5,219.0,4130,19.7,37.6
2989,1997,USA,Gasoline,Rear-wheel drive,4,2120,5,228.0,4290,19.0,29.3
2990,2017,Europe,Gasoline,All-wheel drive,3,2280,6,240.0,4450,18.7,31.4
2991,2024,Asia,Gasoline,Front-wheel drive,4,2500,7,,4290,17.5,34.0
2992,2016,USA,Hybrid,Front-wheel drive,5,1990,5,240.0,4120,17.3,35.6
2993,1979,Asia,Hybrid,Front-wheel drive,3,2230,6,,3990,17.2,33.5
2994,1992,Europe,Gasoline,All-wheel drive,3,2380,6,248.0,4460,18.8,26.0
2995,2011,USA,Diesel,Rear-wheel drive,2,2210,6,256.0,4440,19.1,30.8
2996,1997,USA,Diesel,Front-wheel drive,2,2390,6,276.0,4000,16.3,27.8
2997,1983,Asia,Diesel,Front-wheel drive,4,2250,6,261.0,4180,20.9,33.2
2998,1977,USA,Diesel,Front-wheel drive,3,2680,6,308.0,4760,19.2,28.3
2999,1989,USA,Diesel,Front-wheel drive,2,2300,6,273.0,4200,18.5,29.6
3000,2013,Asia,Diesel,Front-wheel drive,2,2360,7,278.0,4280,15.8,32.9
3001,2022,Europe,Gasoline,Front-wheel drive,2,2640,7,296.0,4420,19.1,31.5
3002,1982,Europe,Gasoline,Rear-wheel drive,3,2430,6,,4220,20.1,25.5
3003,2003,Asia,Gasoline,All-wheel drive,3,2380,6,242.0,4470,20.1,32.0
3004,2007,USA,Gasoline,Front-wheel drive,3,2520,7,306.0,4670,18.4,28.3
3005,1986,Europe,Gasoline,Front-wheel drive,3,2350,6,260.0,4240,20.2,28.5
3006,2012,Europe,Gasoline,All-wheel drive,5,2100,6,238.0,4400,19.7,28.8
3007,2015,USA,Hybrid,Front-wheel drive,3,2040,6,238.0,4040,18.5,36.6
3008,2011,Europe,Diesel,Rear-wheel drive,3,2160,6,239.0,4490,,30.8
3009,2007,USA,Gasoline,Rear-wheel drive,5,2260,6,277.0,4450,17.4,27.8
3010,2019,Europe,Gasoline,Front-wheel drive,3,2050,6,237.0,4200,,31.0
3011,1983,Europe,Gasoline,Rear-wheel drive,4,2210,6,247.0,4440,18.8,29.2
3012,1987,USA,Gasoline,All-wheel drive,3,2120,6,241.0,4490,19.1,27.4
3013,1985,Asia,Diesel,Front-wheel drive,2,2660,7,278.0,4370,18.1,32.9
3014,2013,Europe,Gasoline,All-wheel drive,5,2350,6,257.0,4530,19.5,31.6
3015,2016,Europe,Gasoline,Front-wheel drive,4,2470,7,284.0,4180,17.1,32.1
3016,2004,Asia,Gasoline,All-wheel drive,3,2440,7,279.0,4630,21.2,28.0
3017,2014,Europe,Gasoline,All-wheel drive,4,2570,7,280.0,4530,19.4,29.8
3018,2004,Asia,Gasoline,Rear-wheel drive,3,2390,7,234.0,4480,19.6,31.3
3019,1992,USA,Gasoline,All-wheel drive,2,2180,6,257.0,4160,18.2,24.7
3020,1997,Europe,Gasoline,Front-wheel drive,4,2370,6,270.0,4030,18.4,31.3
3021,1978,USA,Gasoline,Front-wheel drive,4,2300,5,249.0,4190,19.1,27.5
3022,1992,Europe,Gasoline,Rear-wheel drive,5,2170,5,,4080,20.0,27.5
3023,1983,Asia,Gasoline,Rear-wheel drive,2,2470,6,261.0,4370,22.0,24.8
3024,1976,USA,Gasoline,Front-wheel drive,4,2190,5,240.0,4030,21.0,28.7
3025,1983,Asia,Diesel,Front-wheel drive,3,2270,6,,3970,17.9,31.5
3026,1987,USA,Gasoline,Front-wheel drive,3,2010,6,237.0,4290,20.9,29.2
3027,2011,Asia,Hybrid,Rear-wheel drive,3,2050,6,222.0,3870,19.0,36.8
3028,1987,Asia,Gasoline,All-wheel drive,2,2290,6,238.0,4510,18.9,25.7
3029,2015,USA,Gasoline,Front-wheel drive,3,2470,6,277.0,4500,19.8,31.0
3030,1995,Asia,Gasoline,Front-wheel drive,4,1910,6,223.0,3870,17.8,32.1
3031,1984,Asia,Gasoline,Rear-wheel drive,3,2320,6,,4300,18.2,27.7
3032,1988,USA,Gasoline,Front-wheel drive,5,2220,6,261.0,4360,18.6,30.3
3033,1999,Asia,Gasoline,Front-wheel drive,4,2220,6,249.0,3800,16.0,30.1
3034,2011,USA,Gasoline,Front-wheel drive,4,2420,6,,4610,17.1,28.0
3035,1996,USA,Gasoline,Front-wheel drive,2,2510,7,282.0,4570,19.9,25.1
3036,1975,USA,Gasoline,Rear-wheel drive,4,2610,7,316.0,4930,20.4,22.7
3037,2017,USA,Gasoline,Front-wheel drive,3,2070,6,240.0,4040,19.3,30.7
3038,2010,Asia,Gasoline,Rear-wheel drive,4,2690,7,277.0,4670,19.4,26.1
3039,2007,Asia,Gasoline,Front-wheel drive,2,2480,6,283.0,4250,19.2,31.3
3040,2000,Europe,Gasoline,Rear-wheel drive,2,2430,6,,4200,18.0,28.4
3041,1976,Europe,Diesel,Front-wheel drive,2,1990,6,,3830,19.8,31.1
3042,2006,USA,Diesel,Front-wheel drive,4,2250,6,278.0,4260,19.1,30.4
3043,2005,USA,Diesel,Rear-wheel drive,4,2340,5,275.0,4290,19.4,31.6
3044,1977,USA,Gasoline,Front-wheel drive,3,2390,6,266.0,4580,20.9,27.9
3045,2014,Asia,Gasoline,Front-wheel drive,3,1850,5,227.0,3630,16.7,34.3
3046,1983,Europe,Gasoline,Front-wheel drive,2,2280,6,,4190,21.8,29.0
3047,1978,Asia,Gasoline,Front-wheel drive,3,2110,6,217.0,3900,19.3,32.3
3048,2000,Asia,Gasoline,Front-wheel drive,5,2360,7,265.0,4390,20.5,30.6
3049,1982,USA,Gasoline,Front-wheel drive,4,2440,6,269.0,4370,20.6,27.8
3050,2004,USA,Gasoline,Front-wheel drive,4,2090,5,233.0,4120,17.5,27.7
3051,1994,USA,Gasoline,Rear-wheel drive,5,2390,6,292.0,4540,19.9,26.3
3052,1975,Europe,Gasoline,Front-wheel drive,2,2420,6,260.0,4300,19.0,28.3
3053,2019,Asia,Diesel,Front-wheel drive,3,2170,6,248.0,4140,17.3,32.7
3054,1978,USA,Hybrid,Front-wheel drive,3,2060,5,246.0,4160,16.7,31.8
3055,1991,USA,Gasoline,Front-wheel drive,4,2490,6,281.0,4540,19.7,23.4
3056,2020,Asia,Hybrid,Front-wheel drive,3,2480,7,274.0,4170,18.8,35.6
3057,1992,USA,Gasoline,Front-wheel drive,2,2250,6,270.0,4480,20.7,26.7
3058,2013,Asia,Gasoline,Front-wheel drive,2,2400,6,249.0,4240,18.9,31.5
3059,2015,USA,Gasoline,All-wheel drive,2,2250,6,266.0,4450,20.3,27.0
3060,2016,Asia,Gasoline,Rear-wheel drive,4,2370,7,263.0,4580,20.3,31.4
3061,2006,USA,Gasoline,Front-wheel drive,2,2070,6,255.0,4080,20.0,31.0
3062,1981,USA,Gasoline,Rear-wheel drive,3,2330,7,252.0,4560,19.4,26.6
3063,1997,Asia,Gasoline,Front-wheel drive,5,2120,6,251.0,4280,16.4,29.9
3064,1976,Asia,Gasoline,Front-wheel drive,4,2200,6,242.0,4140,20.3,28.2
3065,1998,Asia,Gasoline,Rear-wheel drive,2,2230,6,242.0,4010,21.9,31.1
3066,2004,USA,Hybrid,Front-wheel drive,3,2070,6,267.0,4000,19.4,35.6
3067,2007,USA,Diesel,Front-wheel drive,2,2180,6,278.0,4180,19.8,32.5
3068,2008,USA,Gasoline,All-wheel drive,4,2350,7,250.0,4270,18.0,29.7
3069,2007,Asia,Gasoline,Front-wheel drive,2,2340,6,266.0,4130,17.7,31.9
3070,2016,USA,Hybrid,Front-wheel drive,5,2350,7,267.0,4390,17.7,34.9
3071,2002,USA,Gasoline,Front-wheel drive,5,2160,6,259.0,4270,18.7,29.2
3072,1996,USA,Hybrid,Front-wheel drive,3,2480,6,284.0,4490,18.3,31.5
3073,1986,Asia,Hybrid,Rear-wheel drive,3,2150,6,259.0,4270,18.6,33.5
3074,1987,Asia,Gasoline,Rear-wheel drive,3,2480,7,258.0,4570,18.0,27.4
3075,2008,USA,Gasoline,Rear-wheel drive,3,2430,6,279.0,4430,17.9,28.6
3076,1979,USA,Gasoline,Front-wheel drive,4,2180,6,260.0,4340,20.9,26.4
3077,1983,Asia,Diesel,Front-wheel drive,3,2210,6,241.0,3920,20.2,32.9
3078,1977,USA,Gasoline,Front-wheel drive,3,2600,7,,4670,20.2,26.4
3079,1988,Asia,Gasoline,Front-wheel drive,2,2440,6,262.0,3980,16.4,29.3
3080,1987,Asia,Gasoline,Front-wheel drive,3,2460,6,268.0,4390,18.1,27.2
3081,2024,USA,Gasoline,Rear-wheel drive,4,2160,6,246.0,4500,20.1,30.0
3082,2011,USA,Diesel,Front-wheel drive,3,2240,6,260.0,4210,17.6,32.6
3083,1980,Asia,Diesel,Front-wheel drive,5,2310,7,290.0,4430,17.1,30.9
3084,2008,USA,Gasoline,Front-wheel drive,3,2190,6,254.0,3900,18.9,28.5
3085,1977,Asia,Diesel,Rear-wheel drive,3,2110,6,,3940,18.0,31.4
3086,2007,USA,Diesel,Rear-wheel drive,4,2210,6,275.0,4410,17.5,31.9
3087,1994,Europe,Gasoline,All-wheel drive,3,1820,6,215.0,3920,18.6,31.1
3088,1991,USA,Diesel,Rear-wheel drive,4,2470,6,297.0,4470,18.2,29.4
3089,1983,USA,Gasoline,All-wheel drive,3,2330,6,,4590,20.2,22.5
3090,2017,Asia,Gasoline,Front-wheel drive,3,2230,6,267.0,4170,18.0,32.9
3091,1979,Europe,Diesel,Front-wheel drive,5,2370,6,248.0,4240,19.3,30.9
3092,2021,USA,Gasoline,Front-wheel drive,2,2550,7,290.0,4400,18.0,29.6
3093,2019,Asia,Gasoline,Rear-wheel drive,3,2440,6,229.0,4280,19.3,32.5
3094,1991,Europe,Gasoline,All-wheel drive,2,2240,6,252.0,4090,18.3,28.2
3095,1990,Europe,Hybrid,Rear-wheel drive,4,2270,6,250.0,4600,19.1,31.0
3096,2016,Europe,Gasoline,All-wheel drive,4,2060,6,243.0,4330,,32.4
3097,1996,USA,Diesel,Rear-wheel drive,5,2270,6,256.0,4320,18.2,28.6
3098,2007,USA,Gasoline,Front-wheel drive,4,2150,5,247.0,4360,19.2,30.4
3099,2007,USA,Gasoline,Front-wheel drive,4,2550,7,295.0,4310,18.8,27.8
3100,2015,Europe,Gasoline,Rear-wheel drive,3,2560,6,253.0,4610,20.6,31.9
3101,2003,Europe,Gasoline,Rear-wheel drive,4,2190,6,233.0,4580,18.6,27.8
3102,1994,Asia,Gasoline,All-wheel drive,3,2750,7,288.0,4910,19.9,26.8
3103,2011,Asia,Diesel,Rear-wheel drive,2,1850,5,225.0,3790,18.6,35.6
3104,1979,USA,Gasoline,All-wheel drive,3,2330,6,282.0,4630,19.5,22.0
3105,2024,USA,Gasoline,Front-wheel drive,3,2110,6,253.0,4210,19.7,31.0
3106,2023,Asia,Gasoline,Front-wheel drive,5,2320,6,223.0,4120,18.5,31.5
3107,2006,Europe,Gasoline,Front-wheel drive,3,2180,6,247.0,4050,16.8,31.4
3108,1999,USA,Gasoline,Rear-wheel drive,4,2240,6,240.0,4380,19.1,27.8
3109,1975,USA,Gasoline,Rear-wheel drive,2,2300,6,,4490,18.2,27.6
3110,2010,USA,Diesel,Front-wheel drive,3,2460,6,303.0,4260,19.2,34.0
3111,1984,USA,Diesel,Front-wheel drive,2,2220,6,265.0,4140,17.1,31.0
3112,1993,USA,Gasoline,Rear-wheel drive,3,2180,6,283.0,4350,18.8,26.8
3113,2017,Asia,Gasoline,Front-wheel drive,4,2400,6,260.0,4380,19.0,30.5
3114,2022,USA,Gasoline,Front-wheel drive,3,2330,7,284.0,4270,17.5,32.4
3115,1993,Europe,Gasoline,Front-wheel drive,4,2130,6,206.0,4160,18.1,31.4
3116,2008,USA,Gasoline,Front-wheel drive,5,2350,6,261.0,4360,18.9,29.5
3117,1993,Europe,Gasoline,All-wheel drive,2,1750,5,209.0,3840,,31.4
3118,2017,USA,Gasoline,All-wheel drive,4,2330,6,267.0,4580,18.5,26.5
3119,1986,USA,Gasoline,Front-wheel drive,5,2160,6,242.0,4020,19.0,28.4
3120,1981,USA,Gasoline,Front-wheel drive,4,2200,6,233.0,4160,19.1,28.0
3121,1992,Europe,Hybrid,All-wheel drive,3,2510,6,258.0,4770,20.3,29.5
3122,1998,Europe,Diesel,All-wheel drive,4,2660,7,300.0,4860,20.3,28.8
3123,1999,USA,Gasoline,Front-wheel drive,4,2350,6,280.0,4570,18.2,24.5
3124,1993,Asia,Gasoline,All-wheel drive,5,2320,6,236.0,4250,20.3,30.4
3125,1988,Europe,Hybrid,All-wheel drive,4,2380,7,288.0,4290,20.2,31.4
3126,2012,USA,Diesel,Rear-wheel drive,2,2300,7,262.0,4230,18.8,31.0
3127,1989,USA,Gasoline,Front-wheel drive,3,2410,6,284.0,4320,19.2,30.1
3128,2009,Europe,Gasoline,Front-wheel drive,5,2470,7,268.0,4460,19.6,31.6
3129,2010,Asia,Gasoline,Rear-wheel drive,3,2260,6,228.0,4190,19.6,31.5
3130,2002,USA,Gasoline,Rear-wheel drive,4,2200,5,246.0,4650,19.0,27.1
3131,2001,Asia,Diesel,All-wheel drive,4,2260,6,262.0,4380,16.1,30.2
3132,1982,USA,Hybrid,Front-wheel drive,5,2230,6,249.0,4370,19.8,29.8
3133,2017,USA,Gasoline,Rear-wheel drive,2,2100,5,241.0,4100,18.5,31.6
3134,1979,USA,Gasoline,Front-wheel drive,3,1870,5,,3640,17.5,29.4
3135,1976,USA,Gasoline,Front-wheel drive,3,2530,6,,4230,19.4,27.7
3136,1990,USA,Hybrid,Front-wheel drive,4,2260,6,284.0,4350,19.2,31.2
3137,2014,Europe,Diesel,All-wheel drive,5,2210,6,277.0,4390,19.9,31.3
3138,1997,Europe,Gasoline,Front-wheel drive,3,2210,6,265.0,4230,20.9,32.2
3139,2011,USA,Gasoline,Front-wheel drive,2,2350,6,292.0,4260,18.5,29.3
3140,2020,USA,Gasoline,All-wheel drive,3,2320,6,265.0,4510,18.9,30.8
3141,2013,USA,Diesel,Rear-wheel drive,2,2530,7,311.0,4550,17.9,29.2
3142,1998,Europe,Gasoline,Rear-wheel drive,3,2230,6,234.0,4220,19.3,29.6
3143,2019,Asia,Gasoline,All-wheel drive,2,2650,6,274.0,4560,20.7,30.5
3144,1998,Asia,Gasoline,All-wheel drive,4,2380,6,258.0,4320,19.5,30.4
3145,1978,USA,Diesel,Front-wheel drive,3,2240,5,,4090,17.7,30.1
3146,2007,Europe,Gasoline,All-wheel drive,4,1770,5,200.0,3810,,33.2
3147,2007,Europe,Gasoline,Front-wheel drive,4,2310,6,264.0,4200,17.2,32.8
3148,1989,USA,Gasoline,All-wheel drive,3,2010,6,252.0,4130,18.1,26.6
3149,2002,USA,Gasoline,Front-wheel drive,5,2150,6,256.0,4190,18.0,30.9
3150,2020,USA,Diesel,All-wheel drive,3,2170,6,271.0,4530,18.5,32.6
3151,2024,Asia,Hybrid,Front-wheel drive,4,2110,5,234.0,3980,18.7,38.0
3152,2006,Asia,Gasoline,All-wheel drive,3,2230,6,236.0,4370,17.3,29.8
3153,1983,Europe,Gasoline,Rear-wheel drive,3,2190,6,,4240,20.5,26.1
3154,1980,Asia,Gasoline,Front-wheel drive,4,2140,6,240.0,3720,18.5,31.5
3155,1995,USA,Gasoline,Rear-wheel drive,5,2310,7,279.0,4800,19.9,25.3
3156,2021,USA,Gasoline,Front-wheel drive,4,2360,6,283.0,4420,17.7,33.3
3157,2012,USA,Gasoline,All-wheel drive,3,2520,7,275.0,4730,19.4,26.7
3158,1975,Europe,Gasoline,Front-wheel drive,3,2410,7,,4170,18.7,27.8
3159,2019,USA,Gasoline,Front-wheel drive,5,2420,6,272.0,4530,16.8,28.7
3160,2001,Asia,Gasoline,Front-wheel drive,5,2170,6,243.0,4020,18.1,32.0
3161,2001,Europe,Diesel,Rear-wheel drive,5,2100,5,244.0,4260,18.3,31.6
3162,2010,Europe,Gasoline,Rear-wheel drive,3,2350,6,253.0,4420,20.6,29.6
3163,2001,Europe,Gasoline,Front-wheel drive,3,2240,6,250.0,3890,18.8,31.4
3164,2010,Asia,Gasoline,All-wheel drive,2,2380,6,230.0,4250,18.4,31.5
3165,2005,USA,Gasoline,All-wheel drive,5,2420,6,280.0,4430,20.0,29.3
3166,2007,USA,Gasoline,Rear-wheel drive,4,2290,6,254.0,4580,18.6,27.1
3167,2013,Asia,Gasoline,Rear-wheel drive,4,2350,6,251.0,4320,16.5,30.5
3168,1997,Europe,Hybrid,Front-wheel drive,3,2290,6,236.0,4000,20.1,37.3
3169,1990,Europe,Gasoline,Front-wheel drive,4,2260,6,244.0,4120,17.7,29.6
3170,1989,Asia,Diesel,Front-wheel drive,4,2290,6,260.0,4370,18.0,29.1
3171,1986,Asia,Gasoline,All-wheel drive,5,1990,6,226.0,4300,21.1,28.8
3172,2014,USA,Gasoline,Front-wheel drive,5,2250,6,255.0,4290,18.2,31.3
3173,2003,Asia,Diesel,All-wheel drive,2,2200,6,244.0,4410,19.6,33.5
3174,2011,Asia,Gasoline,Front-wheel drive,3,2310,6,255.0,4120,18.2,31.6
3175,2007,USA,Gasoline,All-wheel drive,5,2360,6,268.0,4510,18.2,26.4
3176,2004,Asia,Gasoline,Rear-wheel drive,2,2280,6,269.0,4400,19.4,28.4
3177,1993,Europe,Gasoline,All-wheel drive,5,2370,7,252.0,4240,19.8,29.6
3178,1989,Europe,Gasoline,Front-wheel drive,5,2440,6,272.0,4540,19.3,25.5
3179,2022,USA,Gasoline,Front-wheel drive,3,2090,5,228.0,4000,18.9,30.5
3180,1982,Asia,Hybrid,Front-wheel drive,2,2120,5,,3790,20.0,34.3
3181,2001,Asia,Gasoline,Rear-wheel drive,4,2220,6,250.0,4280,18.2,30.1
3182,1999,Asia,Gasoline,Rear-wheel drive,2,2410,6,269.0,4280,17.5,28.5
3183,2017,Asia,Hybrid,All-wheel drive,3,2140,6,248.0,4000,17.5,33.6
3184,2023,USA,Gasoline,Rear-wheel drive,4,2460,6,261.0,4410,18.4,29.3
3185,1985,Asia,Gasoline,Front-wheel drive,5,2210,6,241.0,4200,19.6,28.7
3186,2018,USA,Gasoline,Front-wheel drive,2,1890,5,211.0,3870,18.5,35.7
3187,1985,Europe,Diesel,Front-wheel drive,3,2080,6,232.0,4170,20.7,29.9
3188,2012,Asia,Diesel,Rear-wheel drive,3,2120,6,239.0,4120,16.3,31.4
3189,2008,Europe,Gasoline,Rear-wheel drive,4,2260,6,237.0,4100,16.5,28.8
3190,1980,USA,Diesel,All-wheel drive,2,2520,7,306.0,4660,19.6,24.0
3191,1995,USA,Hybrid,All-wheel drive,5,2330,6,255.0,4810,21.6,29.0
3192,2011,USA,Gasoline,Rear-wheel drive,5,2390,6,273.0,4680,18.5,27.5
3193,1979,Europe,Gasoline,Front-wheel drive,5,2130,6,,4360,20.3,26.6
3194,2021,Europe,Diesel,All-wheel drive,5,2350,7,265.0,4710,19.1,32.3
3195,2006,Asia,Gasoline,Rear-wheel drive,4,1970,6,221.0,4360,17.8,31.0
3196,2018,USA,Hybrid,Front-wheel drive,4,2560,7,292.0,4540,18.3,31.5
3197,1994,Europe,Diesel,Front-wheel drive,3,2320,7,265.0,4050,18.8,32.4
3198,1980,USA,Gasoline,Front-wheel drive,5,2380,7,,4640,18.9,26.8
3199,2016,Asia,Gasoline,Front-wheel drive,3,1920,6,207.0,4110,18.3,34.8
3200,2015,Asia,Gasoline,All-wheel drive,2,2440,7,255.0,4620,22.0,30.4
3201,1976,USA,Gasoline,Front-wheel drive,4,2500,7,,4490,18.4,25.1
3202,1995,Europe,Gasoline,All-wheel drive,2,2250,6,255.0,4390,18.1,29.4
3203,1994,USA,Gasoline,All-wheel drive,3,2610,6,290.0,4730,20.3,24.6
3204,1976,Asia,Hybrid,Front-wheel drive,2,2090,5,240.0,3860,16.5,31.6
3205,1983,USA,Gasoline,Front-wheel drive,2,2180,6,266.0,4060,17.1,26.9
3206,1978,Asia,Hybrid,All-wheel drive,2,2370,6,,4560,19.6,30.4
3207,2018,USA,Gasoline,Front-wheel drive,4,2070,6,231.0,4260,19.4,34.0
3208,1996,Europe,Gasoline,All-wheel drive,5,2320,6,245.0,4420,19.0,28.8
3209,1976,Europe,Gasoline,Front-wheel drive,5,2010,5,223.0,3920,19.4,28.2
3210,1997,USA,Gasoline,Rear-wheel drive,4,2160,6,233.0,4200,19.3,28.1
3211,1997,USA,Gasoline,All-wheel drive,2,2460,6,274.0,4550,18.6,26.6
3212,1998,Europe,Gasoline,Front-wheel drive,4,2190,6,239.0,3970,16.6,30.8
3213,2013,Asia,Gasoline,All-wheel drive,2,2360,6,261.0,4490,20.1,28.5
3214,1994,Asia,Gasoline,Front-wheel drive,3,2180,6,235.0,4130,17.5,30.1
3215,2003,Europe,Gasoline,Front-wheel drive,3,2150,6,236.0,4110,18.4,36.4
3216,2019,USA,Gasoline,All-wheel drive,2,2570,6,292.0,4700,18.7,28.4
3217,2020,Asia,Gasoline,Front-wheel drive,4,2000,6,245.0,3790,17.1,34.1
3218,1976,Asia,Hybrid,Rear-wheel drive,4,2310,5,240.0,4350,19.0,29.4
3219,1991,USA,Gasoline,Front-wheel drive,4,2260,7,235.0,4320,18.9,27.4
3220,2015,USA,Diesel,All-wheel drive,4,2210,6,300.0,4480,19.6,30.8
3221,2000,USA,Gasoline,Front-wheel drive,5,2570,7,304.0,4650,19.3,26.4
3222,2012,Europe,Gasoline,All-wheel drive,4,2260,6,256.0,4450,20.5,31.3
3223,1997,Europe,Gasoline,Front-wheel drive,4,2240,6,253.0,4070,18.4,30.1
3224,2012,Europe,Gasoline,Front-wheel drive,2,1970,6,237.0,3990,17.9,31.9
3225,1975,USA,Diesel,All-wheel drive,3,2370,6,283.0,4540,19.4,27.6
3226,2023,USA,Diesel,Front-wheel drive,2,1970,5,246.0,3990,18.6,36.2
3227,2004,Asia,Gasoline,All-wheel drive,4,2260,6,245.0,4420,19.4,29.9
3228,1977,USA,Gasoline,Front-wheel drive,4,2250,6,255.0,4100,17.8,26.1
3229,1985,Asia,Hybrid,Rear-wheel drive,3,2340,7,262.0,4330,19.0,32.4
3230,1997,USA,Gasoline,Rear-wheel drive,4,2200,5,249.0,4090,19.2,33.4
3231,1989,USA,Diesel,Rear-wheel drive,3,2250,6,276.0,4310,17.5,28.9
3232,2020,USA,Gasoline,Front-wheel drive,5,2260,6,264.0,4170,19.5,33.2
3233,1987,Asia,Diesel,Front-wheel drive,2,2380,6,277.0,4310,19.5,28.5
3234,1991,Europe,Gasoline,Rear-wheel drive,4,2360,6,244.0,4620,21.7,27.7
3235,1990,Europe,Hybrid,Front-wheel drive,5,2420,6,253.0,4430,18.0,33.0
3236,1986,Asia,Gasoline,Front-wheel drive,5,2130,6,259.0,3850,17.7,27.7
3237,2001,Europe,Gasoline,All-wheel drive,3,2060,6,206.0,4030,,32.0
3238,2002,Europe,Gasoline,All-wheel drive,4,2260,6,262.0,4590,23.4,29.2
3239,2017,USA,Gasoline,Front-wheel drive,4,2180,6,240.0,4230,18.6,31.3
3240,2000,USA,Gasoline,Front-wheel drive,4,1970,6,258.0,4070,17.8,30.3
3241,1987,USA,Hybrid,Front-wheel drive,5,2180,6,233.0,4100,21.2,32.9
3242,1981,USA,Gasoline,Rear-wheel drive,4,2650,7,302.0,4760,20.8,22.0
3243,1992,Europe,Gasoline,Front-wheel drive,3,2300,6,271.0,4330,19.4,31.5
3244,2006,USA,Gasoline,Front-wheel drive,2,2300,6,254.0,4250,18.5,30.8
3245,2006,Asia,Diesel,Front-wheel drive,2,2080,6,231.0,4210,20.4,36.8
3246,1987,USA,Gasoline,Rear-wheel drive,2,2190,5,263.0,3880,20.0,26.2
3247,2003,USA,Gasoline,Front-wheel drive,2,2220,6,240.0,4360,19.1,29.5
3248,2008,Asia,Gasoline,All-wheel drive,4,1960,5,182.0,4470,18.8,32.6
3249,2000,Asia,Gasoline,Front-wheel drive,4,2180,6,235.0,4090,19.3,29.0
3250,2005,USA,Gasoline,Front-wheel drive,5,2240,7,270.0,4330,19.0,29.3
3251,2015,USA,Gasoline,All-wheel drive,2,2230,6,260.0,4360,18.4,28.8
3252,1996,Asia,Gasoline,Front-wheel drive,3,2390,6,266.0,4220,19.6,28.0
3253,1994,Europe,Gasoline,Rear-wheel drive,3,2310,6,238.0,4140,18.9,30.2
3254,1978,Europe,Gasoline,All-wheel drive,3,2300,6,,4380,,27.7
3255,1992,Europe,Hybrid,Front-wheel drive,3,2520,6,283.0,4450,16.4,30.8
3256,1989,USA,Diesel,Front-wheel drive,4,1940,5,240.0,3880,17.7,32.7
3257,1986,USA,Gasoline,Front-wheel drive,5,2300,6,245.0,4270,18.4,27.8
